C1,C2,C3,C4,C5,C6,C7,C8,C9,Class
QKK,50.1762150555771,-39.75067768889974,MLR,5.265589592676465,-15.349800866575233,YST,RRH,CFE,1
RQQQ,0.4945391022629084,3.7207096065561545,QNGA,0.2731850274435517,21.41007153882034,CZFB,TCYK,OIXK,0
KYG,49.75200744146555,-40.5421208824068,XAT,4.831960365522552,-30.025307790590965,ETX,SVZ,TWF,1
BIPF,0.2768457579690117,13.674596603162847,QNGA,0.17048270541550467,4.199940021837724,WDXB,TCYK,LQNP,0
KYG,49.62361303599465,-40.81563365183473,DVR,5.1185160862847585,-10.80190760905512,ETX,SVZ,UUF,1
QKK,49.74170676678456,-52.76744741543085,MLR,4.847498670200768,-18.55436360328827,XBF,HZP,EAM,1
WZK,49.71903469756435,-61.344112645541045,EKT,4.859142430461598,-33.08528556335807,BWA,PBH,CYL,1
KYG,50.497671388102574,-35.688715447568356,DVR,4.610262264471807,-24.083282198682774,BWA,SVZ,TWF,1
KYG,50.05178604066862,-42.82253925783523,DVR,5.237062654393263,-4.7017112199722035,YNZ,PBH,CYL,1
RQQQ,-0.09478354938801062,11.941650206364784,QNGA,-0.022231362799672548,7.327263385376916,CZFB,TCYK,LQNP,0
WZK,49.96098253072553,-41.195809247872376,XAT,4.587696603816765,-29.67107239324239,ETX,PBH,TWF,1
RQQQ,-0.27327594088574236,-9.74069831375089,YJCV,-0.24079815778812333,-4.005142273056156,WDXB,TCYK,OIXK,0
BIPF,0.41590689532987823,3.3526231467323147,QNGA,-0.2805827341971986,-5.199657072361594,WDXB,TCYK,LQNP,0
BIPF,-0.05510380198191674,-7.1518857558350915,YJCV,-0.053718820169114244,-4.976136117524619,CZFB,MLTK,LQNP,0
UOD,50.55238154067401,-51.04322668182297,EKT,4.794283037009998,-19.247245181979956,BWA,PBH,UUF,1
OMX,50.41268867399025,-33.7362640037789,MDX,5.164885164491053,-4.901929288502373,XAB,RRH,EAM,1
RQQQ,-0.022423868719172926,20.341648272638473,YJCV,0.32887298332975823,1.8465407167287962,WDXB,TCYK,OIXK,0
UOD,49.84323735389026,-52.418557475917694,DVR,5.0656007860840635,-46.679678198862305,ETX,QRH,UUF,1
BIPF,0.24912700143483177,-12.22493288270022,YJCV,0.42395286913068536,15.7370774305719,WDXB,TCYK,OIXK,0
PCI,49.98812076092419,-42.457893667593844,MLR,4.744357490886632,-26.0281750760983,YST,RRH,CFE,1
BIPF,-0.1281793373937525,5.8420527526633315,YJCV,-0.062460297734314225,-10.37795984409537,CZFB,TCYK,OIXK,0
OMX,49.977745940339275,-35.25658300750333,YEX,4.98487279378107,-27.99582507972061,XBF,OOR,KFB,1
KYG,49.55805288433859,-39.103360148040096,EKT,4.851752856981375,-19.969821148868046,ETX,SVZ,TWF,1
WZK,49.98863453550852,-68.51923048209866,DVR,5.7050914767173095,-25.28604540800259,ETX,QRH,UUF,1
RQQQ,-0.749998479794871,-1.1989091976703552,YJCV,-0.07778978494299219,-5.679360461385963,CZFB,TCYK,LQNP,0
RQQQ,-0.1799523083457957,-4.0561881019836115,QNGA,-0.1230507279621855,-12.165596578351128,CZFB,MLTK,OIXK,0
RQQQ,-0.2860263432958457,15.678017114166016,QNGA,-0.0714813559804532,12.801540212048558,WDXB,MLTK,LQNP,0
KYG,49.848691907240564,-60.625877322040765,EKT,5.107663034730463,-13.01439106724733,BWA,QRH,UUF,1
PCI,50.51169098948271,-49.46490048488441,MDX,4.975725230199369,-17.207616981666682,YST,HZP,KFB,1
RQQQ,-0.11236094593229877,4.653992508560429,YJCV,0.1313185538756961,12.73493855596337,WDXB,TCYK,LQNP,0
RQQQ,-0.31416180604271426,-5.383592577475781,QNGA,-0.3533106960784068,17.302753332343862,CZFB,MLTK,OIXK,0
BIPF,-0.20581962512197588,2.2710816978800015,QNGA,-0.07377775431000096,-1.2549088847914802,CZFB,TCYK,LQNP,0
BIPF,0.0229511721631365,-12.535796211642232,YJCV,-0.3536304254632322,-18.969518075211283,WDXB,MLTK,LQNP,0
RQQQ,0.05733231110091466,-6.101406880053403,QNGA,-0.01819172812002744,-13.553749756979862,CZFB,TCYK,LQNP,0
KYG,50.1158390787676,-54.85462042320406,EKT,4.841915634503751,-17.071663959868047,BWA,PBH,UUF,1
RQQQ,-0.48980690921048525,-1.119505491558016,YJCV,-0.5167961335559906,-21.960870037177468,CZFB,TCYK,LQNP,0
UOD,50.255861451557436,-37.00552095183209,EKT,5.320225048948482,-12.349401976269457,ETX,QRH,CYL,1
KYG,49.88782392458001,-47.649393164780676,EKT,4.636905009086934,-0.12348913275979712,ETX,PBH,CYL,1
UOD,49.83572197641848,-46.420638484967,EKT,5.078735773679985,-24.192541924315602,BWA,SVZ,TWF,1
RQQQ,-0.4617757082349731,-27.937882037026682,YJCV,0.028288554567817478,-4.508461297240266,WDXB,MLTK,OIXK,0
RQQQ,-0.2847672378322651,4.716734938464516,YJCV,-0.18193379452123645,21.870996719490456,WDXB,TCYK,OIXK,0
BIPF,-0.10471380274557054,11.123167243450457,QNGA,-0.3154657246011957,12.469983959433083,WDXB,TCYK,LQNP,0
KYG,49.82827790226658,-60.55446767714738,EKT,4.899190025612782,-31.96612001278627,YNZ,PBH,UUF,1
QKK,50.32366430226718,-49.272514580290895,MLR,4.910336527693953,-16.211143896145423,XAB,RRH,KFB,1
UOD,50.10146418065834,-32.32010367524181,EKT,4.93478556858955,-28.16073204023428,BWA,SVZ,CYL,1
WZK,50.03880886042976,-63.16520048060717,XAT,5.44897857106608,-31.131558711594515,ETX,PBH,CYL,1
UOD,49.91321812375635,-46.72149007377203,EKT,5.23130534362629,-24.30550486704456,YNZ,SVZ,TWF,1
QKK,49.664366161786816,-70.35779828690337,MLR,5.18036169994034,-23.035057025528133,XBF,HZP,KFB,1
RQQQ,-0.09830507657461485,16.174067196272674,YJCV,0.3545396540598074,9.851463717086816,WDXB,TCYK,LQNP,0
UOD,50.33803656335484,-70.95622612964327,DVR,4.995883330241341,-14.330392413756337,YNZ,PBH,TWF,1
UOD,50.37045713790058,-51.04212578971561,DVR,5.436358519460091,14.922329608702896,YNZ,PBH,UUF,1
RQQQ,-0.15238053992178438,3.7109033594267538,YJCV,0.24088351985283943,5.069615466874797,CZFB,TCYK,LQNP,0
UOD,49.55008205488135,-41.243114323467495,EKT,5.443758633683974,-12.256114349754649,ETX,SVZ,TWF,1
BIPF,-0.3077818217770654,1.8368106120979857,QNGA,-0.18723906543022342,12.62436038211792,CZFB,TCYK,OIXK,0
QKK,50.009997384008706,-62.90495834659524,MDX,4.461039775450223,-33.586045051783614,YST,OOR,EAM,1
QKK,49.81699531542178,-38.90992308249429,MLR,5.0872051932325295,-3.857035637589256,YST,OOR,KFB,1
RQQQ,0.07070960476464315,20.284031007864044,QNGA,0.04441587682768627,-15.158257248790456,WDXB,TCYK,OIXK,0
WZK,50.181833528706726,-54.18747462756376,XAT,4.751919831984281,-16.171562303287807,ETX,QRH,CYL,1
QKK,49.85216303187122,-28.465345904995356,MLR,5.018911773165197,-23.390008941258216,XAB,RRH,EAM,1
QKK,50.31808288970894,-46.398665589889504,MDX,4.7853409363640615,-5.095256696874888,XAB,HZP,KFB,1
BIPF,0.2868927586479955,9.317038400028812,YJCV,0.28008051385703864,-7.61268721114948,CZFB,TCYK,LQNP,0
UOD,49.58542561514681,-47.75551994427596,XAT,4.674039719211801,-21.716139644834463,YNZ,SVZ,TWF,1
RQQQ,-0.1794812634840209,-0.5201789434813743,QNGA,0.19896502460632462,12.143129492037115,WDXB,MLTK,OIXK,0
KYG,49.99888071673018,-53.10471841203591,DVR,5.299610502720871,-8.634054072403162,ETX,PBH,UUF,1
BIPF,-0.43926668352939685,14.825321246093088,QNGA,0.22983870812738946,16.178921185148976,CZFB,TCYK,LQNP,0
WZK,49.69811262095496,-49.415557559047315,XAT,4.926106895003632,-11.590979468616112,BWA,PBH,UUF,1
QKK,49.90356710907993,-46.16778291244538,MLR,4.795922134894327,-19.94396989167555,XAB,RRH,KFB,1
RQQQ,0.5015570631579063,-4.405109019119884,YJCV,0.06066949490987007,0.2002269958378134,CZFB,MLTK,OIXK,0
WZK,50.105138929171765,-51.840223231566796,XAT,4.932907284023475,-29.60821692013824,ETX,PBH,CYL,1
RQQQ,0.3037957938361449,-6.492948309370924,YJCV,-0.3180422872210032,4.441180435969988,WDXB,TCYK,LQNP,0
BIPF,-0.7026922158619159,-0.6816922087626505,YJCV,-0.08605078512136675,-0.7445375439895148,CZFB,MLTK,LQNP,0
OMX,50.495207120947576,-54.596734172788985,MLR,5.037590311187008,-7.923221051882125,XAB,HZP,KFB,1
RQQQ,-0.379253252174486,-1.1331217271134917,YJCV,-0.02816427859261373,-2.274889958405403,CZFB,MLTK,LQNP,0
KYG,49.69926465068815,-41.149011001743844,DVR,4.419855077876111,-30.76015212872446,YNZ,QRH,TWF,1
OMX,49.98306096721848,-46.76737662770422,YEX,5.116855344733154,-23.293180915218528,YST,RRH,CFE,1
BIPF,0.754647594498744,7.4863988596785,YJCV,0.2645998738919521,-14.833552190228414,CZFB,TCYK,OIXK,0
BIPF,0.11805594362807059,1.9937176208261218,YJCV,-0.011480170570271063,26.277883428585646,CZFB,MLTK,LQNP,0
BIPF,0.42660207277198736,-10.505669036178887,YJCV,0.16860478429908188,-12.782832989435208,WDXB,TCYK,OIXK,0
RQQQ,0.36583867732247516,-9.329520906312787,YJCV,0.27750388653765806,11.86643422809391,WDXB,TCYK,OIXK,0
UOD,50.098843163216024,-47.609719790537525,DVR,4.743037242081766,-27.92221286445749,YNZ,SVZ,UUF,1
RQQQ,-0.20600016358915135,1.66684721515191,YJCV,0.024552427301001694,8.388696597985954,WDXB,TCYK,OIXK,0
BIPF,0.10829515287807617,-3.2060736406886696,QNGA,-0.10121786125924954,-8.45781705548194,CZFB,TCYK,LQNP,0
RQQQ,0.338027801871588,15.2105698251985,YJCV,-0.13921080579885117,5.213896205465451,CZFB,MLTK,LQNP,0
QKK,49.804704976195694,-36.22283323961046,MDX,5.162945682761666,-15.31952942836972,XAB,HZP,KFB,1
BIPF,0.12988294411499343,4.805131172143732,QNGA,-0.26003113250573423,-10.399411525004236,CZFB,TCYK,LQNP,0
RQQQ,-0.2776431055906688,-11.379086393296172,QNGA,0.19776394629027172,-3.8459486231483755,WDXB,MLTK,LQNP,0
QKK,50.27499817845676,-47.426111721595205,MDX,4.9333857518572675,-22.892669361388556,XAB,HZP,EAM,1
QKK,49.139060904269805,-54.7264813792588,YEX,4.627334170208285,-22.939800611384467,YST,HZP,KFB,1
PCI,49.75060867601558,-62.22899093985823,MDX,4.787267028954408,-14.857451967570022,XAB,HZP,KFB,1
RQQQ,-0.005564032288056954,13.859020690983783,QNGA,-0.38069456410779834,14.313583887814257,WDXB,MLTK,LQNP,0
KYG,49.76085646125075,-43.999778189757265,EKT,4.6948793823771435,-13.789176612570007,BWA,SVZ,UUF,1
OMX,49.968483766322976,-30.880953959226144,MDX,4.934259961420322,-23.519567558052742, ?,HZP,KFB,1
OMX,49.81882400283422,-55.19103766563143,MDX,5.264030705633845,-28.245424481216105,XBF,RRH,EAM,1
UOD,50.342463166055914,-47.56275119768327,DVR,5.414573454799024,-24.139951527044104,ETX,QRH,UUF,1
KYG,49.250386047177585,-46.6250172257849,EKT,5.485648901986697,-50.34981327320456,BWA,SVZ,CYL,1
WZK,50.088090786928426,-56.31234896526669,DVR,5.0980842440636405,1.5440340942886621,ETX,QRH,UUF,1
WZK,50.08174754846517,-49.937905814195695,EKT,4.820335191346568,-29.931746211880636,BWA,SVZ,UUF,1
RQQQ,-0.04846094267806989,8.5774810957046,YJCV,0.8326164350844535,-0.7548654641224085,WDXB,MLTK,LQNP,0
KYG,50.33005019116284,-52.09367448737282,EKT,5.092138616243603,-33.81578589820966,BWA,QRH,TWF,1
KYG,50.112760699138335,-47.40918674973478,XAT,5.04793161055455,-27.4086675236019,BWA,QRH,CYL,1
RQQQ,-0.0681940946347914,14.052158974999529,QNGA,-0.559312682212672,11.394836764449657,WDXB,TCYK,LQNP,0
UOD,50.18649680846602,-34.951375667954366,XAT,5.044382846079611,-18.226276092081346,YNZ,QRH,TWF,1
RQQQ,-0.015538784009115188,12.101647850408352,YJCV,-0.09549295029526265,9.277747407944586,CZFB,TCYK,OIXK,0
RQQQ,0.21022980858755122,-0.03222414019710841,YJCV,-0.1139792509839414,8.886846387653378,CZFB,TCYK,OIXK,0
RQQQ,0.11974820298172091,23.89104366646364,YJCV,0.2744729323964091,11.374625437076837,WDXB,TCYK,OIXK,0
KYG,49.825524218391315,-40.66048834654539,XAT,5.038634324324865,-17.515108147488508,BWA,PBH,UUF,1
RQQQ,-0.2682950528158817,9.840246929977846,QNGA,-0.14242777471004028,-1.0565270655368957,CZFB,MLTK,LQNP,0
KYG,50.067026407987335,-58.190703009318234,EKT, ?,-18.412724334866866,BWA,SVZ,CYL,1
PCI,49.19905057168201,-34.28029270412191,YEX,4.915863333324331,-39.563786053505126,XAB,OOR,EAM,1
RQQQ,-0.4166391221006471,-14.161608722060548,QNGA,0.0405152502629001,3.32003740515217,CZFB,MLTK,OIXK,0
RQQQ,0.32727997271359605,-9.557081557679796,YJCV,0.04817099172820169,-10.386059053879496,WDXB,TCYK,LQNP,0
BIPF,0.34635325254717636,3.5850880422124245,QNGA,0.1203452939843862,2.5361640978135185,CZFB,TCYK,LQNP,0
KYG,49.99076793123288,-47.48399511122771,DVR,4.874858723045669,-4.764974656164206,ETX,QRH,TWF,1
UOD,50.602836879723874,-48.4025151135654,XAT,5.014965239827577,-3.008533276229926,YNZ,SVZ,CYL,1
KYG,49.87204956021682,-56.89384220128526,XAT,5.428551844735052,-41.396576281704924,YNZ,QRH,CYL,1
BIPF,-0.37377944656419254,-7.621538437150027,QNGA,-0.3344103342993771,9.064280837318746,WDXB,MLTK,OIXK,0
QKK,50.14696691340769,-39.640395401724916,MDX,4.737244530536378,-33.32741908809956,XAB,HZP,EAM,1
BIPF,0.08147863859367217,-24.634264571072354,YJCV,0.13752025952862273,-11.068509414015924,CZFB,TCYK,OIXK,0
RQQQ,-0.2840585148286558,-16.151183054520057,YJCV,0.0429489425656099,-0.6638290667318898,CZFB,MLTK,LQNP,0
RQQQ,-0.20155931554572612,6.582126343733163,QNGA,-0.16878187465195732,-8.72638674373393,CZFB,MLTK,OIXK,0
BIPF,-0.28164195775582296,-5.754059965299774,YJCV,0.326520245290123,-5.482634369285096,WDXB,TCYK,LQNP,0
RQQQ,-0.7131402167491696,6.617310937970489,YJCV,-0.2963034547754141,-9.479905009042724,WDXB,TCYK,OIXK,0
OMX,49.78110574614022,-59.944092946091615,YEX,4.672561277578757,-23.939430486208657,XAB,OOR,CFE,1
KYG,49.85369698349494,-52.55995982671836,DVR,5.049458675447971,-10.170474735510778,YNZ,PBH,UUF,1
PCI,50.04355966795794,-49.897226186163245,MLR,5.56926420544078,-25.499168263625705,XAB,HZP,CFE,1
UOD,49.5573117736784,-54.11306588081098,DVR,5.2563002751818155,-27.84576834061186,YNZ,QRH,UUF,1
RQQQ,-0.2218475752744249,-23.4381310650424,YJCV,-0.1289227459727338,-1.5221217552686443,CZFB,TCYK,OIXK,0
WZK,49.84418674271905,-49.635021156004456,EKT,5.686934113776128,-16.837738572579784,ETX,PBH,CYL,1
BIPF,0.25185839660291914,-21.37942155804877,YJCV,-0.14681555580522107,5.950433548528262,WDXB,TCYK,LQNP,0
KYG,49.82838080785808,-38.80791632766448,XAT,5.005013526853294,-9.08119084257243,YNZ,SVZ,UUF,1
QKK,49.938112039880664,-59.333530360126254,MLR,4.8324734873888495,-26.427469062277282,XAB,HZP,KFB,1
BIPF,-0.12603119855514996,5.988447101844895,QNGA,-0.09654805422195917,-16.455397647852838,CZFB,MLTK,LQNP,0
WZK,49.7771360857313,-46.32421687881227,DVR,4.970783514940728,-21.613257797305167,BWA,QRH,TWF,1
KYG,50.12881905636404,-51.44695988835402,DVR,5.347961278983369,0.2694640169958653,ETX,PBH,CYL,1
WZK,49.928834055163016,-52.28201292023832,DVR,4.8803658105442125,-34.430105847909694,ETX,PBH,TWF,1
UOD,49.950963089703585,-36.98309544404711,DVR,5.716000614510735,-22.324148575968014,YNZ,SVZ,TWF,1
OMX,50.01769034857353,-68.51767703150105,MDX,4.745276207781554,-22.401010029630257,YST,RRH,CFE,1
BIPF,-0.17305061568335606,-7.981988372405579,YJCV,0.1318790887191996,11.825332278468965,CZFB,MLTK,LQNP,0
BIPF,0.09452552215692814,7.179652260124053,YJCV,-0.3296497911689234,-2.988740956167719,CZFB,TCYK,LQNP,0
BIPF,0.08678536016732491,-17.76229883060959,QNGA,-0.31989199584383526,2.254769891742251,WDXB,TCYK,OIXK,0
RQQQ,-0.526692217936269,6.672826454469263,YJCV,-0.2795006218127284,11.704495586036359,CZFB,MLTK,LQNP,0
RQQQ,0.3571407573900052,6.649291784155201,YJCV,-0.3742667368302051,7.723109554416132,CZFB,TCYK,OIXK,0
UOD,50.1355942283774,-60.21811649367404,XAT,4.997007346027697,-18.79158087353015,YNZ,PBH,TWF,1
PCI,49.77344286325397,-43.98600623819013,YEX,4.498026240193962,-4.7006569883611515,XAB,OOR,CFE,1
QKK,49.59185344539372,-40.65361926232162,MLR,4.8040725296241185,-31.389739415818923,YST,OOR,KFB,1
KYG,50.06946127022307,-48.29684758423583,DVR,4.7564151307558165,-19.533798185602045,BWA,SVZ,TWF,1
RQQQ,0.07764488255269587,-8.004936363669724,QNGA,0.23699975447205995,-19.56679341131332,WDXB,TCYK,LQNP,0
RQQQ,0.038841735804460854,-26.091071502123448,YJCV,-0.001301822289132262,-3.6500339169250857,CZFB,MLTK,OIXK,0
WZK,50.547881447336614,-58.30765273896951,EKT,5.0071001455463,-9.03659265985619,ETX,SVZ,CYL,1
WZK,50.445889551330204,-43.977725549292316,DVR,5.290294319827593,-17.47780322860154,YNZ,PBH,UUF,1
BIPF,0.036356995158281336,9.002105640374445,QNGA,0.18254538643741483,-26.41794444981035,WDXB,TCYK,OIXK,0
KYG,49.970184412851935,-49.81326965017754,EKT,5.163788267798622,-26.19892529509351,ETX,SVZ,CYL,1
UOD,50.38229549868413,-66.58238562126755,DVR,5.25679209811401,-20.76142451242237,ETX,QRH,CYL,1
OMX,49.85316328801577,-36.476728184557466,MLR,4.427670354036588,-5.767281174115322,XAB,OOR,EAM,1
BIPF,0.30775194149683116,1.9421986582983373,YJCV,-0.10454754238571713,-16.808052809398262,CZFB,TCYK,LQNP,0
RQQQ,-0.20800875430392723,-5.0859467456092915,QNGA,0.14284913607710414,-1.5350811454271327,CZFB,TCYK,OIXK,0
OMX,49.982586327999634,-36.10236092830652,MLR,5.240313043154297,-5.153068843588702,XBF,RRH,KFB,1
WZK,50.36560032986872,-49.514619168456804,EKT,5.162656482548994,-31.692125599365227,YNZ,QRH,CYL,1
UOD,50.47427063959795,-53.58633550909417,DVR,4.719276200121884,-36.78294021278946,BWA,QRH,UUF,1
OMX,50.58356129255024,-64.80744107605068,YEX,5.584716492681514,-11.279920435676607,XBF,HZP,EAM,1
QKK,49.94195465849499,-29.172641518658516,MLR,4.665678912219895,-10.758343614678468,XBF,OOR,EAM,1
BIPF,-0.28028496286618376,-6.343610393116696,QNGA,0.22485148754743,-2.4380539637874,WDXB,TCYK,LQNP,0
OMX,50.02669734452643,-45.182701548448186,YEX,4.589537363320016,-23.116890344661346,XBF,RRH,CFE,1
RQQQ,-0.16175792761580388,-6.355732365562805,QNGA,-0.5166701793122154,26.346312573604095,WDXB,TCYK,OIXK,0
QKK,49.679049281957425,-35.83061213806902,YEX,5.318139357569701,-23.77671275409748,YST,HZP,EAM,1
UOD,50.19939906117507,-51.32148731805299,XAT,5.163154344223766,-24.851785425460058,BWA,QRH,TWF,1
UOD,49.579300153641036,-47.04517404730128,EKT,4.985269696317676,-9.643419156180714,YNZ,SVZ,TWF,1
BIPF,-0.04218805034391012,-2.9733009588119863,YJCV,0.21326316171501156,2.1269216171724157,CZFB,TCYK,LQNP,0
BIPF,0.40443003691228513,-8.874574163427388,QNGA,-0.5220130571213734,-17.832734218871924,WDXB,MLTK,LQNP,0
RQQQ,0.19886610104949676,3.4312994425667807,QNGA,-0.018453652157145062,-3.478188029163751,WDXB,MLTK,OIXK,0
WZK,50.36316188761074,-30.68591983002678,XAT,4.771523058273571,-25.435887205871186,ETX,PBH,TWF,1
PCI,50.53323830627467,-53.10835913771095,MDX,5.099370747948114,-11.480313278017949,YST,OOR,CFE,1
RQQQ,-0.572172998160257,1.7967622884067067,QNGA,-0.05062052171073555,1.0048580164141465,CZFB,MLTK,OIXK,0
KYG,50.31831138164851,-59.938744955324836,EKT,5.115634289505642,-26.00727094241341,ETX,SVZ,CYL,1
BIPF,0.1484098813513147,-9.007980644214893,QNGA,-0.3604549944837984,5.992312667336421,CZFB,TCYK,OIXK,0
OMX,49.89069100630044,-67.56443324036249,MDX,5.0298337787560135,-4.658071717016812,XAB,OOR,KFB,1
UOD,49.859900605281275,-52.75264125850096,DVR,5.05560753733201,-15.210124864109055,BWA,SVZ,CYL,1
WZK,50.29950900776625,-45.72489586809848,XAT,4.898450751854564,-37.25913702977986,BWA,PBH,TWF,1
BIPF,-0.17492917661483054,17.71381595600542,YJCV,0.05036290232726263,-14.99647611728135,CZFB,MLTK,OIXK,0
RQQQ,0.28791903572372496,-7.689022528716817,YJCV,0.15192395132303335,6.321204808576489,CZFB,MLTK,LQNP,0
RQQQ,0.06492733254808405,-8.075344050728527,YJCV,0.2955613249975024,-17.147096110407013,WDXB,TCYK,LQNP,0
RQQQ,-0.30797634794336126,-9.614629525634529,QNGA,0.03633673767203678,5.779907870688721,WDXB,TCYK,OIXK,0
PCI,50.25076308959924,-45.31842965212274,YEX,4.544930587116845,-31.820466454237028,XBF,HZP,EAM,1
WZK,50.45254515228374,-52.8761882555706,DVR,4.986343873113485,-6.3862660666012445,YNZ,SVZ,TWF,1
WZK,49.842037260599355,-40.16561149367097,EKT,4.912596054629332,-23.893361881185772,YNZ,PBH,UUF,1
PCI,49.872053336326665,-46.329722654483355,YEX,5.162870225660051,-34.16570500282309,YST,RRH,CFE,1
BIPF,-0.13002758789471658,-3.9728625100986577,QNGA,-0.5353052796371529,-9.63259775604826,CZFB,TCYK,LQNP,0
BIPF,-0.002681711259069719,16.849416159992856,YJCV,-0.22138445254969347,10.8807168419001,CZFB,TCYK,OIXK,0
BIPF,0.16218655853147598,-7.110459165332844,QNGA,-0.21402700837679878,0.19099976388302461,CZFB,MLTK,LQNP,0
UOD,49.89533024297917,-52.27186237871916,EKT,4.845909484676602,-15.25909762814844,BWA,QRH,UUF,1
RQQQ,0.1814576099737855,-22.000092627862454,YJCV,-0.08325653475106143,5.483601929580173,CZFB,MLTK,LQNP,0
BIPF,0.6080213938627609,9.48694111907433,YJCV,-0.3019462717413391,7.66980748512461,WDXB,MLTK,OIXK,0
OMX,49.800394110611954,-56.49795625591577,MDX,5.098036938019968,-8.655133869776119,XBF,RRH,CFE,1
KYG,50.10984625181263,-49.427869849026,EKT,4.983865672529612,-25.257532649743478,ETX,SVZ,TWF,1
BIPF,0.22387528895013595,-8.215345938906793,QNGA,-0.16180024472833648,6.065878452456127,CZFB,TCYK,OIXK,0
RQQQ,-0.2612860725606619,7.281292512870346,YJCV,-0.1489613788841108,-14.862601363580172,WDXB,TCYK,OIXK,0
KYG,50.172094606366784,-47.81224733225034,DVR,5.565122914865079,-18.110904062184794,YNZ,PBH,UUF,1
QKK,50.228408807995464,-47.90149507902126,YEX,4.976675576957975,-20.2082354253536,XAB,RRH,CFE,1
BIPF,0.08360992692942555,9.049876276060019,YJCV,-0.09326179834159122,-5.681291442307382,WDXB,TCYK,OIXK,0
WZK,49.60665594560414,-48.84875204378374,DVR,5.326865330204547,-20.65926989564726,YNZ,QRH,TWF,1
KYG,49.59256202754174,-62.88830105097429,DVR,4.914615194981119,-12.05690075998671,YNZ,QRH,UUF,1
RQQQ,-0.5639001207959284,-3.4263578559965495,YJCV,0.43610294740213373,15.798487464468947,CZFB,TCYK,LQNP,0
BIPF,-0.32601920496549125,14.359425209338731,YJCV,0.6715885493212957,2.4991187799306993,WDXB,MLTK,OIXK,0
WZK,50.43442176820621,-44.97879087269159,EKT,4.8624572008895175,-17.13326224773986,ETX,SVZ,UUF,1
UOD,50.319247434747766,-46.422020086758934,DVR,4.776941705163672,-33.0202186143609,YNZ,QRH,CYL,1
BIPF,-0.07365721371801184,0.1933482817744398,YJCV,0.12963031461948718,1.7666880489434291,CZFB,TCYK,LQNP,0
BIPF,-0.08760259421388175,7.715687219305352,QNGA,-0.2022880266661465,-7.563408433804,WDXB,TCYK,OIXK,0
RQQQ,0.22060315139159206,14.931199213298044,QNGA,0.2037921602716501,8.151953765296254,WDXB,MLTK,LQNP,0
RQQQ,-0.22956851649875773,-8.748198374447638,QNGA,0.48378241009004097,-13.910765481866015,CZFB,MLTK,OIXK,0
KYG,50.02363605022111,-47.87034829996488,DVR,5.266789308003925,-26.962123916250214,BWA,QRH,TWF,1
RQQQ,0.0689952319066151,14.08410555865011,YJCV,-0.3696264994091467,2.2547475265226695,WDXB,TCYK,OIXK,0
BIPF,-0.04394440686974684,-31.765203189538205,YJCV,-0.2919093582797338,-8.403891069061848,CZFB,TCYK,LQNP,0
PCI,50.07356585507532,-53.53820005153547,MDX,4.920573283307261,-20.506071515228374,XAB,OOR,EAM,1
RQQQ,0.0586848786449514,-7.503460284587989,YJCV,0.2244855785505507,21.206936577275293,CZFB,TCYK,LQNP,0
RQQQ,-0.2713362044654021,7.969122731813936,QNGA,0.6999634163250442,-5.971009680010906,WDXB,TCYK,OIXK,0
KYG,49.62069327002557,-65.58054780194452,XAT,5.401404048630304,-15.601687595715504,BWA,PBH,TWF,1
WZK,50.20675326082456,-57.924917032906265,DVR,5.481326597718084,-15.214240579575634,BWA,PBH,CYL,1
QKK,50.058693529330604,-59.36897107460142,MDX,5.0076982243289425,-18.879216836443742,XAB,HZP,EAM,1
BIPF,0.48857411336371503,-5.796435115289879,QNGA,-0.574422740012902,11.907052019414259,WDXB,TCYK,LQNP,0
RQQQ,0.14498147558880994,15.443694004411144,QNGA,0.2626652341063787,-3.044389738078128,WDXB,TCYK,OIXK,0
KYG,49.89973606523539,-47.66300287816822,EKT,5.355638447497067,-41.25974778809351,BWA,PBH,CYL,1
WZK,49.737931593442156,-47.13190759202837,XAT,5.04900114069956,-12.876327236241588,YNZ,PBH,UUF,1
RQQQ,0.5912422168767575,10.582803514601345,YJCV,-0.4977659238106845,0.5952868795459022,CZFB,MLTK,OIXK,0
BIPF,-0.1816828402089068,-3.430638186486124,QNGA,0.2830605764932245,23.026811418125085,CZFB,TCYK,OIXK,0
QKK,49.826954836245044,-59.57288527921852,MLR,4.948931566798554,-23.79333406833344,YST,OOR,EAM,1
RQQQ,-0.1541336087750169,13.904382872341516,YJCV,0.08056009244493331,-18.177992336296914,WDXB,TCYK,OIXK,0
PCI,50.35144015127015,-50.37234888471279,YEX,4.796133723186872,-24.936473811581358,XAB,RRH,EAM,1
OMX,50.004661169021375,-49.41481942524067,MLR,4.732834192473507,-24.63100547770747,XBF,OOR,EAM,1
KYG,49.958391149135814,-47.23258923699277,EKT,5.351815121267324,-22.755188581513682,YNZ,PBH,CYL,1
OMX,50.40751361739629,-81.52086055983881,MDX,5.717372337051605,-26.149555358253732,XAB,OOR,EAM,1
KYG,49.82591667276854,-58.837979389488446,DVR,4.1877041142446805,-13.022081751117842,BWA,SVZ,UUF,1
RQQQ,-0.081235145608774,-7.868106665461847,YJCV,0.3586448120334545,8.813077092616282,WDXB,MLTK,LQNP,0
WZK,50.0438816236193,-45.955192962490656,XAT,5.625578308060021,-13.019120595820723,YNZ,PBH,TWF,1
